,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
128,1,17,1,S,S,S,S_S-S,Налог на доход был повышен из-за смены политического курса.,"[0.05348248407244682, 0.0034615646582096815, 0.004630502313375473, 8.366508268409234e-07, 0.0170114915817976, 0.00014270767860580236, 0.010817412286996841, 0.00016793546092230827, 0.20086538791656494, 8.473310299450532e-05, 0.02415774017572403, 0.025677451863884926]","[0.09184885770082474, 0.0031587034463882446, 0.1832232028245926, 3.400860393298899e-08, 0.27041763067245483, 0.0005222544423304498, 0.0009372106869705021, 2.8038857635692693e-06, 0.1357952505350113, 7.39011909445253e-07, 0.0240651722997427, 0.023702410981059074]"
129,2,17,1,S,S,P,P_S-S,Налог на доход были повышены из-за смены политического курса.,"[0.3814665675163269, 0.0035966329742223024, 0.1775917112827301, 0.00021854779333807528, 0.02364424429833889, 0.005461139138787985, 0.032431710511446, 0.0008571810321882367, 0.17349468171596527, 0.0031656206119805574, 0.04539722949266434, 0.023408930748701096]","[0.014597195200622082, 0.00015039017307572067, 0.012157189659774303, 2.288716359544196e-06, 0.13479958474636078, 0.008396073244512081, 0.0010350469965487719, 2.275922815897502e-05, 0.08908545970916748, 9.255292388843372e-05, 0.021578600630164146, 0.008027998730540276]"
130,3,17,1,S,P,S,S_S-P,Налог на доходы был повышен из-за смены политического курса.,"[0.06917744129896164, 0.003473753808066249, 0.007084496319293976, 1.5719834891569917e-06, 0.03462071344256401, 0.000286835856968537, 0.015930617228150368, 0.0002482383861206472, 0.21094290912151337, 9.583097562426701e-05, 0.023682260885834694, 0.021419554948806763]","[0.030768537893891335, 0.0007028054096736014, 0.031824108213186264, 1.68974040093417e-07, 0.09882941842079163, 0.0008836688357405365, 0.0011202640598639846, 1.956355617949157e-06, 0.062252093106508255, 5.026143412578676e-07, 0.013022619299590588, 0.008636041544377804]"
131,4,17,1,S,P,P,P_S-P,Налог на доходы были повышены из-за смены политического курса.,"[0.40563493967056274, 0.0030049444176256657, 0.17275848984718323, 0.0003101545153185725, 0.017108086496591568, 0.006300520151853561, 0.03730208799242973, 0.0007992483442649245, 0.15966062247753143, 0.004487141501158476, 0.045353639870882034, 0.021411273628473282]","[0.0017475534696131945, 7.818599988240749e-05, 0.0005783012020401657, 4.194676535007602e-07, 0.0745970830321312, 0.005960420705378056, 0.0012515662238001823, 0.00043161027133464813, 0.08143211156129837, 1.8782280676532537e-05, 0.013404123485088348, 0.0045827534049749374]"
132,5,17,1,P,S,S,S_P-S,Налоги на доход был повышен из-за смены политического курса.,"[0.39472055435180664, 0.004954411182552576, 0.1988092064857483, 0.00012067507486790419, 0.02114436775445938, 0.008674677461385727, 0.037061240524053574, 0.0026541275437921286, 0.15250714123249054, 0.001072120270691812, 0.0709930881857872, 0.061869312077760696]","[0.004252048674970865, 0.011095229536294937, 0.006195995956659317, 1.4013459121997585e-06, 0.24314363300800323, 0.00914325937628746, 0.000712158449459821, 0.00011498729145387188, 0.10986750572919846, 4.338961389294127e-06, 0.023475876078009605, 0.014198406599462032]"
133,6,17,1,P,S,P,P_P-S,Налоги на доход были повышены из-за смены политического курса.,"[0.03942188620567322, 0.0005287878448143601, 0.0017605198081582785, 4.2293018509553804e-07, 0.002886693924665451, 0.0009043491445481777, 0.02804901823401451, 0.0002815353509504348, 0.1603163480758667, 0.00020252590184099972, 0.010854406282305717, 0.015419119969010353]","[0.3403058648109436, 7.79647525632754e-05, 0.18928737938404083, 6.059455870399688e-08, 0.17881575226783752, 0.011848986148834229, 0.0008928972529247403, 2.756287813099334e-06, 0.26738330721855164, 3.884212276261678e-07, 0.01441161148250103, 0.015656497329473495]"
134,7,17,1,P,P,S,S_P-P,Налоги на доходы был повышен из-за смены политического курса.,"[0.38037189841270447, 0.005615649279206991, 0.17941753566265106, 9.690175647847354e-05, 0.0367514006793499, 0.008151037618517876, 0.05330571532249451, 0.0025275873485952616, 0.16756929457187653, 0.001031692954711616, 0.07200988382101059, 0.061859745532274246]","[0.001407377072609961, 0.0007546276901848614, 0.004181237425655127, 1.0700839538912987e-06, 0.08141975104808807, 0.005700752139091492, 0.0007525260443799198, 1.0935866157524288e-05, 0.041009511798620224, 1.3223007044871338e-06, 0.013289190828800201, 0.00478677824139595]"
135,8,17,1,P,P,P,P_P-P,Налоги на доходы были повышены из-за смены политического курса.,"[0.06595383584499359, 0.0005282742786221206, 0.0019412769470363855, 7.630471259290061e-07, 0.004780905786901712, 0.0008780841599218547, 0.019792672246694565, 0.00044446351239457726, 0.1797959953546524, 0.0002283702342538163, 0.011196823790669441, 0.013142777606844902]","[0.028390098363161087, 3.3238957257708535e-05, 0.004974827170372009, 5.432075678157844e-09, 0.07808657735586166, 0.005046906881034374, 0.00022723220172338188, 8.534721928299405e-06, 0.09880919754505157, 2.925021931332594e-07, 0.004625765141099691, 0.005203360226005316]"
136,1,18,1,S,S,P,P_S-S,Нападение на банк были совершены с применением холодного оружия. ,"[0.24458318948745728, 0.004287562798708677, 0.14691083133220673, 0.000788718753028661, 0.031046027317643166, 0.06143992766737938, 0.09515545517206192, 0.0013683378929272294, 0.12635135650634766, 0.008925938047468662, 0.07921642810106277, 0.01321375835686922]","[0.0006074593402445316, 0.0005048567545600235, 0.003562107216566801, 0.00011289583926554769, 0.12027136981487274, 0.050852321088314056, 0.0019898831378668547, 3.6479726986726746e-05, 0.03312338516116142, 0.000966161023825407, 0.008457091636955738, 0.0030162851326167583]"
137,2,18,1,S,P,S,S_S-P,Нападение на банки было совершено с применением холодного оружия. ,"[0.00958344992250204, 0.014802522957324982, 0.0028273637872189283, 2.1720421500504017e-05, 0.010493163950741291, 0.005806223023682833, 0.016987061128020287, 0.008149844594299793, 0.12075614929199219, 0.000764159660320729, 0.03264999762177467, 0.008578510023653507]","[0.12233008444309235, 0.0024924124591052532, 0.0883355438709259, 9.898305961542064e-07, 0.19516222178936005, 0.06040987744927406, 0.002995037008076906, 0.0007905246457085013, 0.09075057506561279, 0.000358415039954707, 0.0043370542116463184, 0.0030462604481726885]"
138,3,18,1,S,P,P,P_S-P,Нападение на банки были совершены с применением холодного оружия. ,"[0.2805812358856201, 0.005209921393543482, 0.13490615785121918, 0.0007536821649409831, 0.016728682443499565, 0.07633543014526367, 0.09630075842142105, 0.0019004697678610682, 0.09836394339799881, 0.01206768024712801, 0.08714453130960464, 0.013916616328060627]","[0.004747123457491398, 0.0039374129846692085, 0.004557789769023657, 0.12168992310762405, 0.10055164247751236, 0.09212508052587509, 0.009050445631146431, 0.009027790278196335, 0.061646439135074615, 0.013623806647956371, 0.016003277152776718, 0.0046394821256399155]"
139,4,18,1,P,S,S,S_P-S,Нападения на банк было совершено с применением холодного оружия. ,"[0.32548269629478455, 0.009262919425964355, 0.1553303748369217, 0.00043096428271383047, 0.057442475110292435, 0.07974385470151901, 0.05201376974582672, 0.005990196019411087, 0.15792547166347504, 0.010569289326667786, 0.0683857798576355, 0.02100507728755474]","[3.9427312003681436e-05, 0.0007817185251042247, 0.000651734764687717, 9.379601397085935e-05, 0.22001874446868896, 0.07532692700624466, 0.0018770468886941671, 0.0006084105698391795, 0.04541509598493576, 0.0005348679260350764, 0.007281646132469177, 0.00570679921656847]"
140,5,18,1,P,S,P,P_P-S,Нападения на банк были совершены с применением холодного оружия. ,"[0.12426253408193588, 0.005431260447949171, 0.010087878443300724, 5.906090905227757e-07, 0.005025198217481375, 0.05270687863230705, 0.03784187138080597, 0.0010458900360390544, 0.16046805679798126, 0.0008812104933895171, 0.028817469254136086, 0.01086523849517107]","[0.008282297290861607, 0.0007010973058640957, 0.2509427070617676, 1.9649438343094516e-07, 0.25134363770484924, 0.20293974876403809, 0.0024409054312855005, 3.2977789032884175e-07, 0.07743998616933823, 7.952302985358983e-05, 0.0067654820159077644, 0.003634760854765773]"
141,6,18,1,P,P,S,S_P-P,Нападения на банки было совершено с применением холодного оружия. ,"[0.30856049060821533, 0.005366743076592684, 0.1499745100736618, 0.00035409454721957445, 0.040444664657115936, 0.11217343807220459, 0.06838949769735336, 0.005367471370846033, 0.13851366937160492, 0.009691650979220867, 0.06950289756059647, 0.021841993555426598]","[0.001582746161147952, 0.0006766487495042384, 0.001434560865163803, 0.00026949099265038967, 0.14041152596473694, 0.03476027399301529, 0.0015446031466126442, 0.0010013821301981807, 0.04148673638701439, 0.0011329454137012362, 0.012107176706194878, 0.0032708055805414915]"
142,7,18,1,P,P,P,P_P-P,Нападения на банки были совершены с применением холодного оружия. ,"[0.05759026110172272, 0.005583240184932947, 0.0026349863037467003, 1.8176201592723373e-06, 0.0043904283083975315, 0.030384698882699013, 0.028947653248906136, 0.000918279867619276, 0.08890017867088318, 0.00040404722676612437, 0.03210296481847763, 0.011354349553585052]","[0.037803009152412415, 0.0004956806660629809, 0.05976593494415283, 1.4708795106344041e-06, 0.1272299438714981, 0.11785180866718292, 0.0009942351607605815, 1.9041780205952819e-06, 0.1423487812280655, 0.00013181639951653779, 0.00862501747906208, 0.00404486246407032]"
143,8,18,1,S,S,S,S_S-S,Нападение на банк было совершено с применением холодного оружия. ,"[0.02060294896364212, 0.010973308235406876, 0.003888700157403946, 8.362277185369749e-06, 0.014976765029132366, 0.0012541570467874408, 0.008832558058202267, 0.005212604999542236, 0.16263440251350403, 0.0005741727072745562, 0.018981924280524254, 0.004208074416965246]","[0.0017235714476555586, 0.0006062949541956186, 0.019694846123456955, 1.506412439233884e-09, 0.28372639417648315, 0.0407487116754055, 0.0011208447394892573, 5.344240889826324e-06, 0.053679756820201874, 0.00029192687361501157, 0.002663687104359269, 0.002349515911191702]"
144,1,19,1,S,P,S,S_S-P,Окно в сады было закрыто из-за сильного холодного ветра.,"[0.08118805289268494, 0.011091571301221848, 0.02062992937862873, 0.00019434018759056926, 0.038492441177368164, 0.024546347558498383, 0.0231719259172678, 0.07332894951105118, 0.19449469447135925, 0.005887480452656746, 0.10217007994651794, 0.0922059714794159]","[0.059530116617679596, 0.007007382810115814, 0.007443998474627733, 0.0005140873836353421, 0.14596068859100342, 0.03153327852487564, 0.008754142560064793, 0.0032596648670732975, 0.08988802880048752, 0.0014331635320559144, 0.0445474348962307, 0.015514587983489037]"
145,2,19,1,S,P,P,P_S-P,Окно в сады были закрыты из-за сильного холодного ветра.,"[0.36468929052352905, 0.0025920618791133165, 0.05243378505110741, 0.0006442177691496909, 0.016761256381869316, 0.06760634481906891, 0.08524729311466217, 0.009668806567788124, 0.15389370918273926, 0.00367774092592299, 0.07216206192970276, 0.034027647227048874]","[0.026466310024261475, 0.004683478735387325, 0.016410691663622856, 0.41653043031692505, 0.0992230474948883, 0.11373907327651978, 0.01611238904297352, 0.03896275535225868, 0.08940332382917404, 0.026007991284132004, 0.05425850301980972, 0.017838429659605026]"
146,3,19,1,P,S,S,S_P-S,Окна в сад было закрыто из-за сильного холодного ветра.,"[0.29094749689102173, 0.007757789455354214, 0.18916699290275574, 0.0009690240258350968, 0.06673818081617355, 0.02818211354315281, 0.03445270285010338, 0.004297662526369095, 0.2201814502477646, 0.004177482798695564, 0.06611202657222748, 0.05790324509143829]","[0.004517924971878529, 0.0005205604247748852, 0.0004549747391138226, 0.0002754412707872689, 0.19958360493183136, 0.030827078968286514, 0.006751383654773235, 0.0010914376471191645, 0.05884838104248047, 0.00032920530065894127, 0.040071334689855576, 0.010626311413943768]"
147,4,19,1,P,S,P,P_P-S,Окна в сад были закрыты из-за сильного холодного ветра.,"[0.012220924720168114, 0.0023246242199093103, 0.004234096501022577, 0.0030648112297058105, 0.01789521798491478, 0.01008298248052597, 0.07829107344150543, 0.007133089937269688, 0.23775440454483032, 0.0008797249174676836, 0.02688392996788025, 0.040979959070682526]","[0.02209748513996601, 0.0001399856264470145, 0.046602196991443634, 0.0018190676346421242, 0.19030795991420746, 0.10355525463819504, 0.01009479071944952, 0.0011456935899332166, 0.122518390417099, 0.0002491521881893277, 0.03126651421189308, 0.015285021625459194]"
148,5,19,1,P,P,S,S_P-P,Окна в сады было закрыто из-за сильного холодного ветра.,"[0.27108994126319885, 0.0037759607657790184, 0.16227717697620392, 0.0007205560686998069, 0.0474957600235939, 0.044437307864427567, 0.04008219391107559, 0.005532986484467983, 0.1903175562620163, 0.006693179253488779, 0.0629301518201828, 0.05767511576414108]","[0.010829722508788109, 0.002385580213740468, 0.0016282526776194572, 0.0010820422321557999, 0.12283607572317123, 0.03474881500005722, 0.01232981774955988, 0.004292785655707121, 0.0601886548101902, 0.002309112111106515, 0.053346239030361176, 0.01001531258225441]"
149,6,19,1,P,P,P,P_P-P,Окна в сады были закрыты из-за сильного холодного ветра.,"[0.007449563592672348, 0.0019350735237821937, 0.005274126771837473, 8.616260311100632e-05, 0.013308673165738583, 0.00639689713716507, 0.06568308919668198, 0.0022121756337583065, 0.12229779362678528, 0.0001339504960924387, 0.02200525626540184, 0.02523978054523468]","[0.12772269546985626, 0.004048907198011875, 0.034699827432632446, 0.47960975766181946, 0.10321449488401413, 0.2107354700565338, 0.07591114938259125, 0.042657408863306046, 0.18429729342460632, 0.031539589166641235, 0.19507110118865967, 0.02315944992005825]"
