,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
124,5,16,1,S,P,P,P_S-P,Мост через овраги были возведены после окончания военных действий.,"[0.006205098237842321, 0.00018496744451113045, 0.018284287303686142, 0.0012726874556392431, 0.03255685418844223, 0.021907005459070206, 0.01510372944176197, 0.004279296845197678, 0.000606811954639852, 0.006634158547967672, 0.00019000486645381898, 0.0003662362287286669]","[0.005507069639861584, 0.003268539672717452, 0.022303421050310135, 0.0017356168245896697, 0.006074870936572552, 0.015708183869719505, 0.0038379915058612823, 0.002079164842143655, 0.0016084193484857678, 0.03321965038776398, 0.0008928388124331832, 0.0028830617666244507]"
125,6,16,1,P,S,S,S_P-S,Мосты через овраг был возведён после окончания военных действий.,"[0.006775755900889635, 0.0002434461930533871, 0.008007829077541828, 0.0011973819928243756, 0.02572683058679104, 0.02169143781065941, 0.008439091965556145, 0.0024060592986643314, 0.0003898381255567074, 0.02038177289068699, 0.000645779597107321, 0.00036982184974476695]","[0.0031139287166297436, 0.001655175699852407, 0.01007747370749712, 0.002251611091196537, 0.007874107919633389, 0.007456524763256311, 0.006006860174238682, 0.0011924949940294027, 0.0015196811873465776, 0.013628864660859108, 0.0006883248570375144, 0.0021750431042164564]"
126,7,16,1,P,S,P,P_P-S,Мосты через овраг были возведены после окончания военных действий.,"[0.007060812786221504, 0.0006265472620725632, 0.015298939310014248, 0.0011430104495957494, 0.03375040739774704, 0.03508440777659416, 0.00931986328214407, 0.003733607241883874, 0.0014596470864489675, 0.02251242659986019, 0.0019510790007188916, 0.0007989210425876081]","[0.0030627595260739326, 0.0009468186763115227, 0.00954228825867176, 0.0015914709074422717, 0.006219291593879461, 0.005531735718250275, 0.004484415054321289, 0.0009642489603720605, 0.0008684220956638455, 0.0118723688647151, 0.0003168632974848151, 0.000764901633374393]"
127,8,16,1,P,P,S,S_P-P,Мосты через овраги был возведён после окончания военных действий.,"[0.008934582583606243, 0.0004342584579717368, 0.008219553157687187, 0.001676637795753777, 0.02672411873936653, 0.023885434493422508, 0.012126442976295948, 0.0037373355589807034, 0.0005478541716001928, 0.02422075904905796, 0.0009634020971134305, 0.0007210503681562841]","[0.0020169182680547237, 0.0016747546615079045, 0.007984889671206474, 0.001279448508284986, 0.003202213905751705, 0.009975794702768326, 0.00380432466045022, 0.0009305091225542128, 0.0017178531270474195, 0.011013946495950222, 0.0007111762533895671, 0.002165909158065915]"
128,1,17,1,S,S,S,S_S-S,Налог на доход был повышен из-за смены политического курса.,"[0.026899021118879318, 0.00031670514727011323, 0.061879828572273254, 0.0073455399833619595, 0.01570228300988674, 0.04847751557826996, 0.04626208916306496, 0.009170145727694035, 0.001082496135495603, 0.004476415459066629, 0.00043065272620879114, 0.00048606196651235223]","[0.013901012018322945, 0.0004103058890905231, 0.008768142201006413, 0.005724756978452206, 0.0020619737915694714, 0.011011332273483276, 0.011111441068351269, 0.006593408528715372, 0.0012012714287266135, 0.0023588144686073065, 0.0002983067533932626, 0.0002680312318261713]"
129,2,17,1,S,S,P,P_S-S,Налог на доход были повышены из-за смены политического курса.,"[0.02437676303088665, 0.00036763359094038606, 0.057578638195991516, 0.004396884702146053, 0.019443124532699585, 0.05707555264234543, 0.034394051879644394, 0.01144635584205389, 0.0007115078042261302, 0.0035203280858695507, 0.00036287540569901466, 0.0004474276502151042]","[0.008901792578399181, 0.0003670505539048463, 0.009790538810193539, 0.0026133812498301268, 0.0017574569210410118, 0.006905931979417801, 0.009272698312997818, 0.0038887755945324898, 0.0010758773423731327, 0.0018169526010751724, 0.00013513379963114858, 0.00013498013140633702]"
130,3,17,1,S,P,S,S_S-P,Налог на доходы был повышен из-за смены политического курса.,"[0.029056135565042496, 0.0005104899173602462, 0.0645129382610321, 0.010775643400847912, 0.017728375270962715, 0.04364205151796341, 0.062426235526800156, 0.012430422008037567, 0.0016262969002127647, 0.004729370586574078, 0.0006765138823539019, 0.0007339659496210515]","[0.004466094542294741, 0.00019346681074239314, 0.008959170430898666, 0.0012022266164422035, 0.0011609025532379746, 0.010032600723206997, 0.006350777577608824, 0.002809289377182722, 0.0009229338029399514, 0.007381714880466461, 0.0002315963211003691, 0.00017011139425449073]"
131,4,17,1,S,P,P,P_S-P,Налог на доходы были повышены из-за смены политического курса.,"[0.02535669133067131, 0.0005003828555345535, 0.05365387350320816, 0.0061609577387571335, 0.02125394716858864, 0.05018027871847153, 0.0440279059112072, 0.010825032368302345, 0.0009535324643366039, 0.0038285148330032825, 0.0004965963307768106, 0.0006489083752967417]","[0.0035575490910559893, 0.0002444832934997976, 0.016149353235960007, 0.0008170226356014609, 0.0016992344753816724, 0.01051638089120388, 0.0073986658826470375, 0.003011801280081272, 0.0008304108050651848, 0.010993996635079384, 0.000305063440464437, 0.0001745594054227695]"
132,5,17,1,P,S,S,S_P-S,Налоги на доход был повышен из-за смены политического курса.,"[0.014491294510662556, 0.00028821034356951714, 0.04536454379558563, 0.005783266853541136, 0.014074363745748997, 0.04386034235358238, 0.03914783522486687, 0.010502197779715061, 0.0009340398828499019, 0.0037447242066264153, 0.0004991527530364692, 0.00039241311606019735]","[0.013200616464018822, 0.0004227899480611086, 0.007798990234732628, 0.005490375682711601, 0.002936468692496419, 0.007379912305623293, 0.012652031145989895, 0.008566325530409813, 0.0011027369182556868, 0.0027862987481057644, 0.000259831955190748, 0.0002467610174790025]"
133,6,17,1,P,S,P,P_P-S,Налоги на доход были повышены из-за смены политического курса.,"[0.010915626771748066, 0.0004136487259529531, 0.037579167634248734, 0.006830195896327496, 0.014650721102952957, 0.04099806025624275, 0.03143985942006111, 0.009386365301907063, 0.0011763694928959012, 0.0028918629977852106, 0.0006928264047019184, 0.00045277769095264375]","[0.009229493327438831, 0.0004945850814692676, 0.007830780930817127, 0.003380467649549246, 0.002959551988169551, 0.0061698113568127155, 0.010616322048008442, 0.006144105456769466, 0.0010145236738026142, 0.001989112002775073, 0.00018523316248320043, 0.00022858819284010679]"
134,7,17,1,P,P,S,S_P-P,Налоги на доходы был повышен из-за смены политического курса.,"[0.01799696311354637, 0.0005135028040967882, 0.051077377051115036, 0.0076822745613753796, 0.021671034395694733, 0.037637725472450256, 0.057226989418268204, 0.013871110044419765, 0.0015006308676674962, 0.003647748613730073, 0.000854278274346143, 0.0007020297343842685]","[0.005538293160498142, 0.0002780068898573518, 0.014389355666935444, 0.0016543454257771373, 0.0024193241260945797, 0.009716670960187912, 0.01097924541682005, 0.004349194932729006, 0.0011439539957791567, 0.02218685671687126, 0.0004885714733973145, 0.00029325828654691577]"
135,8,17,1,P,P,P,P_P-P,Налоги на доходы были повышены из-за смены политического курса.,"[0.011420726776123047, 0.000490476842969656, 0.03739666938781738, 0.006537642329931259, 0.018430031836032867, 0.03991496562957764, 0.036657411605119705, 0.010242709890007973, 0.0012216380564495921, 0.003038848750293255, 0.0007543921237811446, 0.0005424938863143325]","[0.004254885483533144, 0.00039889500476419926, 0.017537543550133705, 0.0011928626336157322, 0.0034916549921035767, 0.010386517271399498, 0.01109066791832447, 0.004929302725940943, 0.0011516998056322336, 0.019153721630573273, 0.0005203157779760659, 0.0003210508730262518]"
136,1,18,1,S,S,P,P_S-S,Нападение на банк были совершены с применением холодного оружия. ,"[0.030608877539634705, 0.003757765516638756, 0.09054141491651535, 0.03839636594057083, 0.05469221994280815, 0.05254261568188667, 0.03538260608911514, 0.004956258926540613, 0.003201073035597801, 0.030984751880168915, 0.0022062724456191063, 0.004908224102109671]","[0.036999139934778214, 0.00047505248221568763, 0.0067667546682059765, 0.004563779104501009, 0.011766817420721054, 0.048200249671936035, 0.06046734005212784, 0.0065070209093391895, 0.00036785617703571916, 0.04010042920708656, 0.0006929202354513109, 0.0010624427814036608]"
137,2,18,1,S,P,S,S_S-P,Нападение на банки было совершено с применением холодного оружия. ,"[0.027062401175498962, 0.0033972349483519793, 0.06750934571027756, 0.03259294107556343, 0.05831385776400566, 0.06293124705553055, 0.03248609974980354, 0.004130297806113958, 0.0026916267815977335, 0.015527386218309402, 0.000857578357681632, 0.0032424076925963163]","[0.011717175133526325, 0.00024730220320634544, 0.0018592101987451315, 0.000534883642103523, 0.003242274047806859, 0.028061216697096825, 0.007158405613154173, 0.0013344786129891872, 0.00035766465589404106, 0.01000095997005701, 0.0003375877276994288, 0.0004292295780032873]"
138,3,18,1,S,P,P,P_S-P,Нападение на банки были совершены с применением холодного оружия. ,"[0.02269929088652134, 0.0033073395024985075, 0.0646546483039856, 0.02921108901500702, 0.04383334517478943, 0.03597055375576019, 0.028160179033875465, 0.003212824696674943, 0.004629444796591997, 0.021723339334130287, 0.0016684472793713212, 0.004571717698127031]","[0.014222729951143265, 0.00021495463442988694, 0.0017631087685003877, 0.0007094624452292919, 0.00717015378177166, 0.024502689018845558, 0.011942164972424507, 0.0026367255486547947, 0.000756370835006237, 0.018930844962596893, 0.0004951389855705202, 0.0008390622679144144]"
139,4,18,1,P,S,S,S_P-S,Нападения на банк было совершено с применением холодного оружия. ,"[0.02714170701801777, 0.0030611513648182154, 0.06679882854223251, 0.02522217482328415, 0.06250936537981033, 0.06365916132926941, 0.035786014050245285, 0.005857245530933142, 0.001986296381801367, 0.025632334873080254, 0.0008663053740747273, 0.0029548516031354666]","[0.06629317998886108, 0.0008725546067580581, 0.013305054046213627, 0.0037029054947197437, 0.009995047934353352, 0.04858345165848732, 0.05243305861949921, 0.0040113297291100025, 0.0002437825605738908, 0.031222006306052208, 0.001056875684298575, 0.0011313026770949364]"
140,5,18,1,P,S,P,P_P-S,Нападения на банк были совершены с применением холодного оружия. ,"[0.024588948115706444, 0.0018676907056942582, 0.06970781832933426, 0.02477274276316166, 0.06257208436727524, 0.05929480120539665, 0.03567987307906151, 0.005684383679181337, 0.0028283202555030584, 0.03295174613595009, 0.0007461708155460656, 0.0038580428808927536]","[0.0583617240190506, 0.0003472073294688016, 0.006557765416800976, 0.0034318859688937664, 0.00852945540100336, 0.033268824219703674, 0.03778767213225365, 0.008814403787255287, 0.0005128395278006792, 0.024512169882655144, 0.0005146106122992933, 0.0008305173250846565]"
141,6,18,1,P,P,S,S_P-P,Нападения на банки было совершено с применением холодного оружия. ,"[0.022373566403985023, 0.0034969837870448828, 0.03940790146589279, 0.018754975870251656, 0.054627951234579086, 0.046891022473573685, 0.028040384873747826, 0.0038781045004725456, 0.0026347702369093895, 0.015943637117743492, 0.0008378422353416681, 0.0039710793644189835]","[0.013614125549793243, 0.0003122655616607517, 0.002010550582781434, 0.0006030940567143261, 0.005806209519505501, 0.022866172716021538, 0.008426972664892673, 0.0012119755847379565, 0.00017624246538616717, 0.012700437568128109, 0.0002401261735940352, 0.0006111214170232415]"
142,7,18,1,P,P,P,P_P-P,Нападения на банки были совершены с применением холодного оружия. ,"[0.015496437437832355, 0.001852299552410841, 0.04365091025829315, 0.017358476296067238, 0.056813742965459824, 0.0347215011715889, 0.027094459161162376, 0.004174723755568266, 0.003098262706771493, 0.021665645763278008, 0.0007753663812763989, 0.005256509408354759]","[0.012977510690689087, 0.00020514626521617174, 0.0014311738777905703, 0.0005848829750902951, 0.004706826526671648, 0.015788879245519638, 0.008713298477232456, 0.002534843748435378, 0.00040371876093558967, 0.012062124907970428, 0.00023477320792153478, 0.0006037249113433063]"
143,8,18,1,S,S,S,S_S-S,Нападение на банк было совершено с применением холодного оружия. ,"[0.032571759074926376, 0.0037843070458620787, 0.08940724283456802, 0.04676255211234093, 0.08450355380773544, 0.08856711536645889, 0.03637894615530968, 0.008961536921560764, 0.002127585932612419, 0.027139874175190926, 0.0012204014929011464, 0.004569453652948141]","[0.05826617032289505, 0.0007709696074016392, 0.01148208137601614, 0.0033018237445503473, 0.009288080036640167, 0.048113081604242325, 0.05800406634807587, 0.00553848734125495, 0.0005635673878714442, 0.02886391058564186, 0.0023753908462822437, 0.0015414960216730833]"
144,1,19,1,S,P,S,S_S-P,Окно в сады было закрыто из-за сильного холодного ветра.,"[0.020559033378958702, 0.0015930113149806857, 0.013166786171495914, 0.005546838045120239, 0.004909732844680548, 0.014272072352468967, 0.019574226811528206, 0.002289585769176483, 0.0033333497121930122, 0.0034430036321282387, 0.0021379522513598204, 0.005925742443650961]","[0.0055878423154354095, 0.0008713587303645909, 0.008673685602843761, 0.006615071091800928, 0.02183542214334011, 0.032003916800022125, 0.009255167096853256, 0.003654744243249297, 0.003999852109700441, 0.023618459701538086, 0.001914005959406495, 0.003287654370069504]"
